paragraph_id,volume,main_emperor,main_era,all_emperors,all_eras,classification_type,text
02-006,02-朝野佥载卷二,,,,,independent,【02-006】周瀛州刺史独孤庄酷虐，有贼问不承，庄引前曰：“若健儿，一一具吐放汝。”遂还巾带，贼并吐之。诸官以为必放。顷庄曰：“将我作具来。”乃一铁钩，长丈余，甚铦利。以绳挂于树间，谓贼曰：“汝不闻‘健儿钩下死’？”令以胲钩之，遣壮士掣其绳，则钩出于脑矣。谓司法曰：“此法何似？”答曰：“吊民伐罪，深得其宜。”庄大笑。后庄左降施州刺史，染病，唯忆人肉。部下有奴婢死者，遣人割肋下肉食之。岁余卒。
02-007,02-朝野佥载卷二,,,,,independent,【02-007】周推事使索元礼，时人号为“索使”。讯囚作铁笼头，鬻呼角反其头，仍加楔焉，多至脑裂髓出。又为“凤晒翅”、“猕猴钻火”等。以椽关手足而转之，并研骨至碎。又悬囚于梁下，以石缒头。其酷法如此。元礼故胡人，薛师之假父。后坐赃贿，流死岭南。
02-008,02-朝野佥载卷二,,,,,independent,【02-008】周来俊臣罗织人罪，皆先进状，敕依奏，即籍没。徐有功出死囚，亦先进状，某人罪合免，敕依，然后断雪。有功好出罪，皆先奉进止，非是自专。张汤探人主之情，盖为此也。
02-009,02-朝野佥载卷二,玄宗李隆基,先天,玄宗李隆基,先天,era,【02-009】羽林将军常元楷，三代告密得官。男彦玮告刘诚之破家，彦玮处侍御。先天二年七月三日，楷以反逆诛，家口配流。可谓积恶之家殃有余也。
02-010,02-朝野佥载卷二,,,,,independent,【02-010】周补阙乔知之有婢碧玉，姝艳能歌舞，有文华。知之时幸，为之不婚。伪魏王武承嗣暂借教姬人妆梳，纳之，更不放还知之。知之乃作《绿珠怨》以寄之，其词曰：“石家金谷重新声，明珠十斛买娉婷。此日可怜偏自许，此时歌舞得人情。君家闺阁不曾观，好将歌舞借人看。意气雄豪非分理，骄矜势力横相干。辞君去君终不忍，徒劳掩袂伤铅粉。百年离恨在高楼，一代容颜为君尽。”碧玉读诗，饮泪不食。三日，投井而死。承嗣撩出尸，于裙带上得诗，大怒，乃讽罗织人告之。遂斩知之于南市，破家籍没。
02-011,02-朝野佥载卷二,,,,,independent,【02-011】周张易之为控鹤监，弟昌宗为秘书监，昌仪为洛阳令，竞为豪侈。易之为大铁笼，置鹅鸭于其内，当中爇炭火，铜盆贮五味汁。鹅鸭绕火走，渴即饮汁，火炙痛即回，表里皆熟，毛落尽，肉赤烘烘乃死。昌宗活拦驴于小室内，起炭火，置五味汁如前法。昌仪取铁橛钉入地，缚狗四足于橛上，放鹰鹞活按其肉食，肉尽而狗未死，号叫酸楚，不复可听。易之曾过昌仪，忆马肠，取从骑破胁取肠，良久乃死。后诛易之、昌宗等，百姓脔割其肉，肥白如猪肪，煎炙而食。昌仪打双脚折，抉取心肝而后死，斩其首送都。谚云“走马报”。
02-012,02-朝野佥载卷二,,,,,independent,【02-012】周秋官侍郎周兴推勘残忍，法外苦楚无所不为，时人号“牛头阿婆”。百姓怨谤，兴乃膀门判曰：“被告之人，问皆称枉。斩决之后，咸悉无言。”
02-013,02-朝野佥载卷二,,,,,independent,【02-013】周侍御史侯思止，醴泉卖饼食人也，罗告准例酬五品。于上前索御史，上曰：“卿不识字。”对曰：“獬豸岂识字？但为国触罪人而已。”遂授之。凡推勘，杀戮甚众，更无余语，但谓囚徒曰：“不用你书言笔语，但还我白司马。若不肯来俊，即与你孟青。”横遭苦楚非命者，不可胜数。白司马者，北邙山白司马坂也；来俊者，中丞来俊臣也；孟青者，将军孟青棒也。后坐私蓄锦，朝堂决杀之。
02-014,02-朝野佥载卷二,懿宗李漼,,懿宗李漼,,emperor,【02-014】周明堂尉吉顼夜与监察御史王助同宿。王助以亲故，为说綦连耀男大觉、小觉云：“应两角麒麟也。耀字光翟，言光宅天下也。”顼明日录状付来俊臣，敕差河内王懿宗推，诛王助等四十一人，皆破家。后俊臣犯事，司刑断死，进状三日不出，朝野怪之。上入苑，吉顼拢马，上问在外有何事意，顼奏曰：“臣幸预控鹤，为陛下耳目，在外惟怪来俊臣状不出。”上曰：“俊臣于国有功，朕思之耳。”顼奏曰：“于安远告虺贞反，其事并验，今贞为成州司马。俊臣聚结不逞，诬遘贤良，赃贿如山，冤魂满路，国之贼也，何足惜哉！”上令状出，诛俊臣于西市。敕追于安远还，除尚食奉御，顼有力焉。除顼中丞，赐绯。顼理綦连耀事，以为己功，授天官侍郎、平章事。与河内王竞，出为温州司马，卒。
02-015,02-朝野佥载卷二,,,,,independent,【02-015】成王千里使岭南，取大蛇八九尺，以绳缚口，横于门限之下。州县参谒者，呼令入门，但知直视，无复瞻仰，踏蛇而惊，惶惧僵仆，被蛇绕数匝。良久解之，以为戏笑。又取龟及鳖，令人脱衣，纵龟等啮其体，终不肯放，死而后已。其人酸痛号呼，不可复言。王与姬妾共看，以为玩乐。然后以竹刺龟等口，遂啮竹而放人；艾灸鳖背，灸痛而放口。人被试者皆失魂至死，不平复矣。
02-016,02-朝野佥载卷二,,,,,independent,【02-016】朔方总管张仁亶好杀。时有突厥投化，亶乃作檄文骂默啜，言词甚不逊。书其腹背，凿其肌肤，涅之以墨，炙之以火，不胜楚痛，日夜作虫鸟鸣。然后送与默啜，识字者宣讫，脔而杀之。匈奴怨望，不敢降。
02-017,02-朝野佥载卷二,,,,,independent,【02-017】殿中侍御史王旭括宅中别宅女妇风声色目，有稍不承者，以绳勒其阴，令壮士弹竹击之，酸痛不可忍。倒悬一女妇，以石缒其发，遣证与长安尉房恒奸，经三日不承。女妇曰：“侍御如此，若毒儿死，必诉于冥司；若配入宫，必申于主上。终不相放。”旭惭惧，乃舍之。
02-018,02-朝野佥载卷二,,,,,independent,【02-018】监察御史李嵩、李全交，殿中王旭，京师号为“三豹”。嵩为赤黧豹，交为白额豹，旭为黑豹。皆狼戾不轨，鸩毒无仪，体性狂疏，精神惨刻。每讯囚，必铺棘卧体，削竹签指，方梁压髁，碎瓦搘膝，遣作仙人献果、玉女登梯、犊子悬驹、驴儿拔橛、凤凰晒翅、狝猴钻火、上麦索、下阑单，人不聊生，囚皆乞死。肆情锻炼，证是为非；任意指麾，傅空为实。周公、孔子，请伏杀人，伯夷、叔齐，求其劫罪。讯劾干堑，水必有期；推鞫湿泥，尘非不久。来俊臣乞为弟子，索元礼求作门生。被追者皆相谓曰：“牵牛付虎，未有出期；缚鼠与猫，终无脱日。妻子永别，友朋长辞。”京中人相要，作咒曰：“若违心负教，横遭三豹。”其毒害也如此。
02-019,02-朝野佥载卷二,,,,,independent,【02-019】京兆人高丽家贫，于御史台替勋官递送文牒。其时令史作伪帖，付高丽追人，拟吓钱。事败，令史逃走，追讨不获。御史张孝嵩捉高丽拷，膝骨落地，两脚俱挛，抑遣代令史承伪。准法断死讫，大理卿状上：故事，准《名例律》，笃疾不合加刑。孝嵩勃然作色曰：“脚挛何废造伪！”命两人舁上市，斩之。
02-020,02-朝野佥载卷二,武则天,,武则天,,emperor,【02-020】周黔府都督谢祐凶险忍毒。则天朝，徙曹王于黔中，祐吓云则天赐自尽，祐亲奉进止，更无别敕。王怖而缢死。后祐于平阁上卧，婢妾十余人同宿，夜不觉刺客截祐首去。后曹王破家，簿录事得祐头，漆之，题“谢祐”字，以为秽器。方知王子令刺客杀之。
02-021,02-朝野佥载卷二,武则天,,武则天;懿宗李漼,,emperor,【02-021】周默啜之陷恒、定州，和亲使杨齐庄敕授三品，入匈奴，遂没贼。将至赵州，褒公段瓒同没，唤庄共出走。庄惧，不敢发，瓒遂先归。则天赏之，复旧任。齐庄寻至，敕付河内王懿宗鞫问。庄曰：“昔有人相庄，位至三品，有刀箭厄。庄走出被赶，斫射不死，走得脱来，愿王哀之。”懿宗性酷毒，奏庄初怀犹豫，请杀之，敕依。引至天津桥南，于卫士铺鼓格上缚磔手足。令段瓒先射，三发皆不中；又段瑾射之，中。又令诸司百官射，箭如猬毛，仍气殡殡然微动。即以刀当心直下，破至阴，割取心掷地，仍趋趋跳数十回。懿宗忍毒如此。
02-022,02-朝野佥载卷二,,,,,independent,【02-022】杨务廉，孝和时造长宁、安乐宅仓库成，特授将作大匠，坐赃数千万免官。又上章奏闻陕州三门，凿山烧石，岩侧施栈道牵船。河流湍急，所顾夫并未与价直，苟牵绳一断，栈梁一绝，则扑杀数十人。取顾夫钱籴米充数，即注夫逃走，下本贯禁父母兄弟妻子。牵船皆令系二钣于胸背，落栈着石，百无一存，满路悲号，声动山谷。皆称杨务廉人妖也，天生此妖以破残百姓。
02-023,02-朝野佥载卷二,,,,,independent,【02-023】监察御史李全交素以罗织酷虐为业，台中号为“人头罗刹”；殿中王旭号为“鬼面夜叉”。讯囚引枷柄向前，名为驴驹拔橛；缚枷头着树，名曰犊子悬车；两手捧枷，累砖于上，号为仙人献果；立高木之上，枷柄向后拗之，名玉女登梯。考柳州典廖福、司门令史张性，并求神狐魅，皆遣唤鹤作凤，证蛇成龙也。
02-024,02-朝野佥载卷二,,,,,independent,【02-024】陈怀卿，岭南人也，养鸭百余头。后于鸭栏中除粪，粪中有光爚爚然。以盆水沙汰之，得金十两。乃觇所食处，于舍后山足下，因凿有麸金，销得数十斤，时人莫知。卿遂巨富，仕至梧州刺史。
02-025,02-朝野佥载卷二,武则天,长安,武则天,长安,era,【02-025】周长安年初，前遂州长江县丞夏文荣，时人以为判冥事。张骞时为御史，出为处州司仓，替归，往问焉。荣以杖画地，作“柳”字，曰：“君当为此州。”至后半年，除柳州司户，后改德州平昌令。荣刻时日，晷漏无差。又苏州嘉兴令杨廷玉，则天之表侄也，贪狠无厌，著词曰：“回波尔时廷玉，打獠取钱未足。阿姑婆见作天子，旁人不得枨触。”差摄御史康訔推奏断死。时母在都，见夏文荣，荣索一千张白纸，一千张黄纸，为廷玉祷，后十日来。母如其言，荣曰：“且免死矣，后十日内有进止。”果六日有敕，杨廷玉改尽老母残年。又天官令史柳无忌造荣，荣书“卫汉郴”字，曰：“卫多不成，汉、郴二州交加不定。”后果唱卫州录事。关重，即唱汉州录事。时鸾台风阁令史进状，诉天官注拟不平。则天责侍郎崔玄昁，玄昁奏：“臣注官极平。”则天曰：“若尔，吏部令史官共鸾台风阁交换。”遂以无忌为郴州平阳主簿，鸾台令史为汉州录事焉。
02-026,02-朝野佥载卷二,,,,,independent,【02-026】周司礼卿张希望移旧居改造，见鬼人冯毅见之曰：“当新堂下有一伏尸，晋朝三品将军，极怒，公可避之。”望笑曰：“吾少长已来，未曾知此事，公毋多言。”后月余日，毅入，见鬼持弓矢随希望后，迨登阶，鬼引弓射中肩膊间。望觉背痛，以手抚之，其日卒。
02-027,02-朝野佥载卷二,,,,,independent,【02-027】周左司郎中郑从简所居厅事常不佳，令巫者观之，果有伏尸姓宗，妻姓寇，在厅基之下。使问之，曰：“君坐我门上，我出入常值君，君自不好，非我之为也。”掘之三丈，果得旧骸，有铭如其言。移出改葬，于是遂绝。
02-028,02-朝野佥载卷二,,,,,independent,【02-028】周地官郎中房颖叔除天官侍郎，明日欲上。其夜，有厨子王老夜半起，忽闻外有人唤云：“王老不须起，房侍郎不上，后三日李侍郎上。”王老却卧至晓。房果病起，数日而卒。所司奏状下，即除李迥秀为侍郎，其日谢，即上。王老以其言问诸人，皆云不知，方悟是神明所告也。
02-029,02-朝野佥载卷二,,,,,independent,【02-029】北齐稠禅师，邺人也，幼落发为沙弥。时辈甚众，每休暇，常角力腾趠为戏。而禅师以劣弱见凌，绐侮殴击者相继，禅师羞之。乃入殿中，闭户抱金刚足而誓曰：“我以羸弱为等类轻侮，为辱已甚，不如死也。汝以力闻，当佑我。我捧汝足七日，不与我力，必死于此，无还志。”约既毕，因至心祈之。初一两夕，恒尔，念益固。至六日将曙，金刚形见，手执大钵，满中盛筋，谓稠曰：“小子欲力乎？”曰：“欲。”“念至乎？”曰：“至。”“能食筋乎？”曰：“不能。”神曰：“何故？”稠曰：“出家人断肉故。”神因操钵举匕，以筋食之。禅师未敢食，乃怖以金刚杵，稠惧遂食。斯须食毕，神曰：“汝已多力，然善持教，勉旃！”神去且晓，乃还所居。诸同列问曰：“竖子顷何至？”稠不答。须臾于堂中会食，食毕，诸同列又戏殴，禅师曰：“吾有力，恐不堪于汝。”同列试引其臂，筋骨强劲，殆非人也。方惊疑，禅师曰：“吾为汝试之。”因入殿中，横塌壁行，自西至东凡数百步，又跃首至于梁数四。乃引重千钧，其拳捷骁武劲。先轻侮者俯伏流汗，莫敢仰视。禅师后证果，居于林虑山。入山数十里，精庐殿堂，穷极壮大，诸僧从而禅者常数千人。齐文宣帝怒其聚众，因领骁骑数万，躬自往讨，将加白刃焉。禅师是日领僧徒谷口迎候，文宣问曰：“师何遽此来？”稠曰：“陛下将杀贫僧，恐山中血污伽蓝，故此谷口受戮。”文宣大惊，降驾礼谒，请许其悔过。禅师亦无言。文宣命设馔，施毕，请曰：“闻师金刚处祈得力，今欲见师效少力，可乎？”稠曰：“昔力者，人力耳。今为陛下见神力，欲见之乎？”文宣曰：“请与同行寓目。”先是，禅师造寺，诸方施木数千根，卧在谷口。禅师咒之，诸木起立空中，自相搏击，声若雷霆，斗触摧折，缤纷如雨。文宣大惧。从官散走，文宣叩头请止之。因敕禅师度人造寺，无得禁止。后于并州营幢子未成，遘病，临终叹曰：“夫生死者，人之大分，如来尚所未免。但功德未成，以此为恨耳。死后愿为大力长者，继成此功。”言终而化。至后三十年，隋帝过并州见此寺，心中涣然记忆，有似旧修行处，顶礼恭敬，无所不为。处分并州大兴营葺，其寺遂成。时人谓帝大力长者云。
02-030,02-朝野佥载卷二,,,,,independent,【02-030】真腊国在疆州南五百里。其俗有客设槟榔、龙脑香、蛤屑等，以为赏宴。其酒比之淫秽，私房与妻共饮，对尊者避之。又行房不欲令人见，此俗与中国同。国人不着衣服，见衣服者共笑之。俗无盐铁，以竹弩射虫鸟。
02-031,02-朝野佥载卷二,,,,,independent,【02-031】五溪蛮父母死，于村外阁其尸，三年而葬。打鼓路歌，亲属饮宴舞戏一月余日。尽产为棺，于临江高山半肋凿龛以葬之。自山上悬索下柩，弥高者以为至孝，即终身不复祀祭。初遭丧，三年不食盐。
02-032,02-朝野佥载卷二,,,,,independent,【02-032】岭南獠民好为蜜唧。即鼠胎未瞬、通身赤蠕者，饲之以蜜，钉之筵上，嗫嗫而行。以箸夹取啖之，唧唧作声，故曰蜜唧。
02-033,02-朝野佥载卷二,,,,,independent,【02-033】梁有磕头师者，极精进，梁武帝甚敬信之。后敕使唤磕头师，帝方与人棋，欲杀一段，应声曰：“杀却。”使遽出而斩之。帝棋罢，曰唤师。使答曰：“向者陛下令人杀却，臣已杀讫。”帝叹曰：“师临死之时有何言？”使曰：“师云：‘贫道无罪。前劫为沙弥时，以锹划地，误断一曲蟮。帝时为蟮，今此报也。”帝流泪悔恨，亦无及焉。
02-034,02-朝野佥载卷二,,,,,independent,【02-034】建昌王武攸宁别置勾使，法外枉征财物，百姓破家者十而九，告冤于天，吁嗟满路。为大库长百步，二百余间，所征获者贮在其中。天火烧之，一时荡尽。众口所咒，攸宁寻患足肿，粗于瓮，其酸楚不可忍，数月而终。
02-035,02-朝野佥载卷二,高宗李治,乾封,高宗李治,乾封,era,【02-035】乾封年中，京西明寺僧昙畅将一奴二骡，向岐州稜法师处听讲。道逢一道人，着衲帽弊衣，掐数珠，自云贤者五戒。薄暮至马嵬店宿，五戒礼佛诵经，半夜不歇，畅以为精进。并坐至四更，即共同发。去店十余里，忽袖中出两刃刀矛，便刺杀畅。其奴下马入草走避。五戒骑骡，驱驮即去。主人未晓，梦畅告云：“昨夜五戒杀贫道。”须臾奴走到，告之如梦。时同宿三卫子执持弓箭，乘马赶四十余里，以弓箭拟之，即下骡乞死。缚送县，决杀之。
02-036,02-朝野佥载卷二,,,,,independent,【02-036】后魏末，嵩阳杜昌妻柳氏甚妒。有婢金荆，昌沐，令理发，柳氏截其双指。无何，柳被狐刺螫，指双落。又有一婢名玉莲，能唱歌，昌爱而叹其善，柳氏乃截其舌。后柳氏舌疮烂，事急，就稠禅师忏悔。禅师已先知，谓柳氏曰：“夫人为妒，前截婢指，已失指；又截婢舌，今又合断舌。悔过至心，乃可以免。”柳氏顶礼求哀。经七日，禅师令大张口，咒之，有二蛇从口出，一尺以上。急咒之，遂落地，舌亦平复。自是不复妒矣。
02-037,02-朝野佥载卷二,太宗李世民,贞观,太宗李世民,贞观,era,【02-037】贞观中，濮阳范略妻任氏，略先幸一婢，任以刀截其耳鼻，略不能制。有顷，任有娠，诞一女，无耳鼻。女年渐大，其婢仍在。女问，具说所由，女悲泣，以恨其母。母深有愧色，悔之无及。
02-038,02-朝野佥载卷二,,,,,independent,【02-038】广州化蒙县丞胡亮从都督周仁轨讨獠，得一首领妾，幸之。至县，亮向府不在，妻贺氏乃烧钉烙其双目，妾遂自缢死。后贺氏有娠，产一蛇，两目无睛。以问禅师，师曰：“夫人曾烧铁烙一女妇眼，以夫人性毒，故为蛇报，此是被烙女妇也。夫人好养此蛇，可以免难。不然祸及身矣。”贺氏养蛇一二年渐大，不见物，惟在衣被中。亮不知也，拨被见蛇，大惊，以刀斫杀之。贺氏两目俱枯，不复见物，悔而无及焉。
02-039,02-朝野佥载卷二,,,,,independent,【02-039】梁仁裕为骁卫将军，先幸一婢，妻李氏甚妒而虐，缚婢击其脑。婢号呼曰：“在下卑贱，势不自由。娘子锁项，苦毒何甚！”婢死。后月余，李氏病，常见婢来唤。李氏头上生四处瘅疽，脑溃，昼夜鸣叫，苦痛不胜，数月而卒。
02-040,02-朝野佥载卷二,,,,,independent,【02-040】荆州枝江县主簿夏荣判冥司。县丞张景先宠其婢，厥妻杨氏妒之。景出使不在，妻杀婢，投之于厕。景至，绐之曰婢逃矣。景以妻酷虐，不问也。婢讼之于荣。荣追对之，问景曰：“公夫人病困。”说形状。景疑其有私也，怒之。荣曰：“公夫人枉杀婢，投于厕。今见推勘，公试问之。”景悟，问其妇。妇病甚，具首其事。荣令厕内取其骸骨，香汤浴之，厚加殡葬。婢不肯放，月余而卒。
02-041,02-朝野佥载卷二,,,,,independent,【02-041】左仆射韦安石女适太府主簿李训。训未婚以前有一妾，成亲之后遂嫁之，已易两主。女患传尸瘦病，恐妾厌祷之，安石令河南令秦守一捉来，榜掠楚苦，竟以自诬。前后决三百以上，投井而死。不出三日，其女遂亡，时人咸以为冤魂之所致也。安石坐贬蒲州，太极元年八月卒。
02-042,02-朝野佥载卷二,,,,,independent,【02-042】王弘，冀州恒水人，少无赖，告密罗织善人。曾游河北赵、贝，见老人每年作邑斋，遂告二百人，授游击将军。俄除侍御史。时有告胜州都督王安仁者，密差弘往推索，大枷夹颈，安仁不承伏。遂于枷上斫安仁死，便即脱之。其男从军，亦擒而斩之。至汾州，与司马毛公对食，须臾喝下，斩取首级，百姓震悚。后坐诬枉流雷州，将少姬花严，素所宠也。弘于舟中伪作敕追，花严谏曰：“事势如此，何忍更为不轨乎？”弘怒曰：“此老妪欲败吾事。”缚其手足，投之于江。船人救得之，弘又鞭二百而死，埋于江上。俄而伪敕发，御史胡元礼推之，锢身领回。至花严死处，忽云“花严来唤对事”。左右皆不见，唯弘称“叩头死罪”，如受枷棒之声，夜半而卒。
02-043,02-朝野佥载卷二,,,,,independent,【02-043】余杭人陆彦夏月死十余日，见王，云：“命未尽，放归。”左右曰：“宅舍亡坏不堪。”时沧州人李谈新来，其人合死，王曰：“取谈宅舍与之。”彦遂入谈柩中而苏，遂作吴语，不识妻子，具说其事。遂向余杭访得其家，妻子不认，具陈由来，乃信之。
02-044,02-朝野佥载卷二,武则天,,武则天,,emperor,【02-044】天后中，涪州武龙界多虎暴。有一兽似虎而绝大，日正中，逐一虎直入人家，噬杀之，亦不食其肉。自是县界不复有虎矣。录奏，检《瑞图》乃酋耳，不食生物，有虎暴则杀之。
02-045,02-朝野佥载卷二,武则天,,武则天,,emperor,【02-045】天后中，成王千里将一虎子来宫中养，损一宫人，遂令生饿，数日而死。天后令葬之，其上起塔，设千人供，勒碑号为“虎塔”。至今犹在。
02-046,02-朝野佥载卷二,,,,,independent,【02-046】傅黄中为越州诸暨县令，有部人饮大醉，夜中山行，临崖而睡。忽有虎临其上而嗅之，虎须入醉人鼻中，遂喷嚏，声震虎，遂惊跃，便即落崖。腰胯不遂，为人所得。
02-047,02-朝野佥载卷二,,,,,independent,【02-047】阳城居夏县，拜谏议大夫；郑钢一本作铟居阌乡，拜拾遗；李周南居曲江，拜校书郎。时人以为转远转高，转近转卑。
02-048,02-朝野佥载卷二,,,,,independent,【02-048】袁守一性行浅促，时人号为“料斗凫翁鸡”。任万年尉，雍州长史窦怀贞每欲鞭之。乃于中书令宗楚客门饷生菜，除监察，怀贞未知也。贞高揖曰：“驾欲出，公作如此检校。”守一即弹之。月余，贞除左台御史大夫，守一请假不敢出，乞解。贞呼而慰之，守一兢惕不已。楚客知之，为除右台侍御史，于朝堂抗衡于贞曰：“与公罗师。”罗师者，市郭儿语，无交涉也。无何，楚客以反诛，守一以其党配流端州。
02-049,02-朝野佥载卷二,,,,,independent,【02-049】黄门侍郎崔泰之哭特进李峤诗曰：“台阁神仙地，衣冠君子乡。昨朝犹对坐，今日忽云亡。魂随司命鬼，魄遂阎罗王。此时罢欢笑，无复向朝堂。”
02-050,02-朝野佥载卷二,,,,,independent,【02-050】尚书右丞陆馀庆转洛州长史，其子嘲之曰：“陆馀庆，笔头无力嘴头硬。一朝受词讼，十日判不竟。”送案褥下。馀庆得而读之，曰：“必是那狗。”遂鞭之。
02-051,02-朝野佥载卷二,,,,,independent,【02-051】周定州刺史孙彦高被突厥围城数十重，不敢诣厅，文符须征发者于小窗接入，锁州宅门。及贼登垒，乃入匮中藏，令奴曰：“牢掌钥匙，贼来索，慎勿与。”昔有愚人入京选，皮袋被贼盗去，其人曰：“贼偷我袋，将终不得我物用。”或问其故，答曰：“钥匙尚在我衣带上，彼将何物开之？”此孙彦高之流也。
02-052,02-朝野佥载卷二,,,,,independent,【02-052】姜师度好奇诡，为沧州刺史兼按察，造抢车运粮，开河筑堰，州县鼎沸。于鲁城界内种稻置屯，穗蟹食尽，又差夫打蟹。苦之，歌曰：“卤地抑种稻，一概被水沫。年年索蟹夫，百姓不可活。”又为陕州刺史，以永丰仓米运将别征三钱，计以为费。一夕忽云得计，立注楼，从仓建槽，直至于河，长数千丈，而令放米。其不快处，具大杷推之，米皆损耗，多为粉末。兼风激扬，凡一函失米百石，而动即千万数。遣典庾者偿之，家产皆竭；复遣输户自量，至有偿数十斛者。甚害人，方停之。
02-053,02-朝野佥载卷二,,,,,independent,【02-053】岐王府参军石惠恭与监察御史李全交诗曰：“御史非长任，参军不久居。待君迁转后，此职还到余。”因竞放牒往来，全交为之判十余纸以报，乃假手于拾遗张九龄。
02-054,02-朝野佥载卷二,,,,,independent,【02-054】御史中丞李谨度，宋璟引致之。遭母丧，不肯举发哀，讣到皆匿之。官寮苦其无用，令本贯瀛州申谨度母死。尚书省牒御史台，然后哭。其庸猥皆此类也。
02-055,02-朝野佥载卷二,,,,,independent,【02-055】王怡为中丞，宪台之秽；姜晦为掌选侍郎，吏部之秽；崔泰之为黄门侍郎，门下之秽。号为“京师三秽”。
02-056,02-朝野佥载卷二,,,,,independent,【02-056】阳滔为中书舍人，时促命制敕，令史持库钥他适，无旧本检寻，乃斫窗取得之。时人号为“斫窗舍人”。
02-057,02-朝野佥载卷二,,,,,independent,【02-057】国子进士一作祭酒辛弘智诗云：“君为河边草，逢春心剩生。妾如堂上镜，得照始分明。”同房学士常定宗为改“始”字为“转”字，遂争此诗，皆云我作。乃下牒见博士，罗为宗判云：“昔五字定表，以理切称奇；今一言竞诗，取词多为主。诗归弘智，‘转’还定宗。以状牒知，任为公验。”
02-058,02-朝野佥载卷二,,,,,independent,【02-058】杭州参军独孤守忠领租船赴都，夜半急追集船人，更无他语，乃曰：“逆风必不得张帆。”众大哂焉。
02-059,02-朝野佥载卷二,,,,,independent,【02-059】王熊为泽州都督，府法曹断掠粮贼，惟各决杖一百。通判，熊曰：“总掠几人？”法曹曰：“掠七人。”熊曰：“掠七人，合决七百。法曹曲断，府司科罪。”时人哂之。前尹正义为都督公平，后熊来替，百姓歌曰：“前得尹佛子，后得王癞獭。判事驴咬瓜，唤人牛嚼沫。见钱满面喜，无镪从头喝。尝逢饿夜叉，百姓不可活。”
02-060,02-朝野佥载卷二,,,,,independent,【02-060】冀州参军鞠崇裕送司功入京诗云：“崇裕有幸会，得遇明流行。司士向京去，旷野哭声哀。”司功曰：“大才士。先生其谁？”曰：“吴儿博士教此声韵。”司功曰：“师明弟子哲。”
02-061,02-朝野佥载卷二,,,,,independent,【02-061】滑州灵昌尉梁士会，官科鸟翎，里正不送。举牒判曰：“官唤鸟翎，何物里正，不送鸟翎！”佐使曰：“公大好判，‘鸟翎’太多。”会索笔曰：“官唤鸟翎，何物里正，不送雁翅！”有识之士闻而笑之。
03-001,03-朝野佥载卷三,武则天,,武则天,,emperor,【03-001】则天朝，太仆卿来俊臣之强盛，朝官侧目。上林令侯敏偏事之，其妻董氏谏止之曰：“俊臣，国贼也，势不久。一朝事败，党附先遭，君可敬而远之。”敏稍稍引退。俊臣怒，出为涪州武龙令。敏欲弃官归，董氏曰：“速去，莫求住。”遂行至州，投刺参州将，错题一张纸。州将展看，尾后有字，大怒曰：“修名不了，何以为县令！”不放上。敏忧闷无已，董氏曰：“且住，莫求去。”停五十日，忠州贼破武龙，杀旧县令，掠家口并尽。敏以不计上获全。后俊臣诛，逐其党流岭南，敏又获免。
03-002,03-朝野佥载卷三,懿宗李漼,,懿宗李漼,,emperor,【03-002】唐冀州长史吉懋欲为男项娶南宫县丞崔敬女，敬不许。因有故胁以求亲，敬惧而许之。择日下函，并花车卒至门首。敬妻郑氏初不知，抱女大哭，曰：“我家门户低，不曾有吉郎。”女坚卧不起。其小女白其母曰：“父有急难，杀身救解。设令为婢，尚不合辞，姓望之门，何足为耻！姊若不可，儿自当之。”遂登车而去。项迁平章事，贤妻达节，谈者荣之。项坐与河内王武懿宗争竞，出为温州司马而卒。
03-003,03-朝野佥载卷三,,,,,independent,【03-003】监察御史李畲母清素贞洁。畲请禄米送至宅，母遣量之，剩三石。问其故，令史曰：“御史例不概剩。”又问车脚几钱，又曰：“御史例不还脚钱。”母怒，令还所剩米及脚钱。以责畲，畲乃追仓官科罪。诸御史皆有惭色。
03-004,03-朝野佥载卷三,,,,,independent,【03-004】文昌左丞卢献女第二，先适郑氏，其夫早亡，誓不再醮。姿容端秀，言辞甚高。姊夫羽林将军李思冲，姊亡之后，奏请续亲，许之，兄弟并不敢白。思冲择日备礼，贽币甚盛。执贽就宅，卢氏拒关，抗声詈曰：“老奴，我非汝匹也。”乃逾垣至所亲家截发。思冲奏之，敕不夺其志。后为尼，甚精进。
03-005,03-朝野佥载卷三,,,,,independent,【03-005】沧州弓高邓廉妻李氏女，嫁未周年而廉卒。李年十八守志，设灵几，每日三上食临哭，布衣蔬食六七年。忽夜梦一男子，容止甚都，欲求李氏为偶。李氏睡中不许之。自后每夜梦见，李氏竟不受。以为精魅，书符咒禁，终莫能绝。李氏叹曰：“吾誓不移节，而为此所挠，盖吾容貌未衰故也。”乃拔刀截发，麻衣不濯，蓬鬓不理，垢面灰身。其鬼又谢李氏曰：“夫人竹柏之操，不可夺也。”自是不复梦见。郡守旌其门闾，至今尚有节妇里。
03-006,03-朝野佥载卷三,,,,,independent,【03-006】杨盈川侄女曰容华，幼善属文，尝为《新妆诗》，好事者多传之。诗曰：“宿鸟惊眠罢，房栊乘晓开。凤钗金作缕，鸾镜玉为台。妆似临池出，人疑向月来。自怜终不见，欲去复徘徊。”
