paragraph_id,volume,level1_supernatural,level2_emperor,level2_era,level3_domain,text
06-022,06-大唐新语卷六,卜筮占相,未系年,,医疗;官运仕途;命运寿夭,【06-022】高智周与郝处俊、来济、孙处约同寓于石仲览家。仲览，宣城人，而家于京都，破产以奉四子。尝因夜卧，各言其志。处俊曰：“愿秉枢轴一日足矣。”智周及济愿亦然。处约于被中遽起曰：“大丈夫枢轴不可冀。愿为通事舍人，殿庭周旋吐纳足矣。”仲览尝引相者观济等。相者曰：“四人皆贵极人臣，而石不及见矣。然来早贵，所惜末途屯踬。高达而最寿者。夫速登者易颠，徐进者少患，天之道也。”顾谓仲览曰：“公因四人而达。”后各从宦州县。及济领吏部，处约以瀛州判佐参选。引注之次，济遽索笔曰：“如志！如志！”注通事舍人。注毕，下阶叙平生，亦一时之美。智周后为费令，与佐官均分俸禄，累迁中书侍郎知政事。仲览，贞观末授兵部郎中，遂卒。而济等乃贵。咸如相所言。
06-027,06-大唐新语卷六,卜筮占相,武则天,永昌,官运仕途,【06-027】张柬之进士擢第，为清源丞，年且七十余。永昌初，勉复应制策。试毕，有传柬之考入下课者，柬之叹曰：“余之命也！”乃委归襄阳。时中书舍人刘允济重考，自下第升甲科，为天下第一，擢第，拜监察，累迁荆州长史。长安中，则天问狄仁杰曰：“朕要一好汉使，有乎？”仁杰对曰：“臣料陛下若求文章资历，则今之宰臣李峤、苏味道，亦足为之使矣。岂非文士龌龊，思大才用之，以成天下之务者乎？”则天悦曰：“此朕心也。”仁杰曰：“荆州长史张柬之，其人虽老，真宰相材也。且久不遇。若用之，必尽于国家。”则天乃召以为洛州司马。他日又求贤，仁杰曰：“臣前言张柬之，犹未用也。”则天曰：“已迁之矣。”仁杰曰：“臣荐之，请为相也。今为洛州司马，非用之也。”乃迁秋官侍郎。及姚崇将赴灵武，则天令举外司堪为宰相者，姚崇曰：“张柬之沉厚有谋，能断大事，且其人年老，陛下急用之。”登时召见，以为同凤阁鸾台平章事，年已八十矣。与桓彦範、敬晖、袁恕己、崔玄晖等诛讨二张，兴复社稷，忠冠千古，功格皇天云。
07-003,07-大唐新语卷七,鬼怪妖魅,武则天,,医疗;风俗信仰,【07-003】王方庆为凤阁侍郎知政事，患风俗偷薄，人多苟且，乃奏曰：“准令式，济缞大功未葬，并不得朝会。仍终丧，不得参燕乐。比来朝官不依礼法，身有哀惨，陪厕朝贺，手舞足蹈，公违宪章。名教既亏，实玷皇化。请申明程式，更令禁止。”则天从之。方庆，周司空褒之曾孙，博通群书，所著论凡二百余卷。尤精三《礼》，好事者多访之，每所酬答咸有典据，时人编次之名曰《礼杂问》。聚书甚多，不减秘阁。至于图画，亦多异本。
07-007,07-大唐新语卷七,谶谣征应,未系年,,医疗;官运仕途;禳灾祈福,【07-007】张文瓘为侍中，同列宰相以政事堂供馔珍美，请减其料。文瓘曰：“此食，天子所以重枢机，待贤才也。若不任其职，当自陈乞，以避贤路，不宜减削公膳以邀虚名。国家所贵，不在于此。苟有益于公道，斯不为多也。”初为大理卿，旬日决遣疑狱四百余条，无一人称屈。文瓘尝卧疾，系囚设斋以祷焉。及迁侍中，诸囚一时恸哭。其得人心如此。四子潜、沛、洽、涉，皆至三品，时人呼为“万石张家”。咸以为福善之应也。
07-014,07-大唐新语卷七,卜筮占相;神仙佛道,太宗李世民,,官运仕途,【07-014】牛仙客为凉州都督，节财省费，军储所积万计。崔希逸代之，具以闻，诏刑部尚书张利贞覆之，有实。玄宗大悦，将拜为尚书。张九龄谏曰：“不可。尚书，古之纳言，有唐以来，多用旧相居之。不然，历践内外清贵之地、妙行德望者充之。仙客本河湟一吏典耳，拔升清流，齿班常伯，此官邪也。又欲封之，良为不可。汉法，非有功不封。唐尊汉法，太宗之制也。边将积谷帛，缮兵器，盖将帅之常务。陛下念其勤劳，赏之金帛可也，尤不可列地封之。”玄宗怒曰：“卿以仙客寒士嫌之耶？若是，如卿岂有门籍！”九龄顿首曰：“荒陬贱类，陛下过听，以文学用臣。仙客起自胥吏，目不知书。韩信，淮阴一壮士耳，羞与绛、灌同列。陛下必用仙客，臣亦耻之。”玄宗不悦。翌日，李林甫奏：“仙客宰相材，岂不堪一尚书？九龄文吏，拘于古义，失于大体。”玄宗大悦，遂擢仙客为相。先是，张守珪累有战功，玄宗将授之以宰相。九龄谏曰：“不可。宰相者，代天理物，有其人而后授，不可以赏功。若开此路，恐生人心。传曰：国家之败，由官邪也。官滥爵轻，不可理也。若赏功臣，即有故事。”玄宗乃止。九龄由是获谴。自后朝士惩九龄之纳忠见斥，咸持禄养恩，无敢庭议矣。
07-020,07-大唐新语卷七,鬼怪妖魅,高宗李治,,官运仕途;婚姻家庭,【07-020】苏良嗣为洛州长史，坐妻犯赃，左迁冀州刺史。及事释，妻妹诣良嗣，初无恨色，谓之曰：“牧守迁转出入是常，不闻有所累也。”后为荆州长史。高宗使中官缘江采异竹，植于苑内。中官科船载竹，所在纵暴。还过荆州，良嗣因之上疏切谏。高宗谓则天曰：“吾约束不严整，果为良嗣所怪乎？”诏慰谕，便令弃竹于江中。荆州旧有河东寺，后梁萧詧为其兄河东王所造。良嗣见而惊曰：“此在江汉之间，与河东有何关涉？”遂奏改之。良嗣寡学，深为人所笑。
07-033,07-大唐新语卷七,鬼怪妖魅;巫术厌胜,太宗李世民,,官运仕途,【07-033】秦叔宝属隋将来护儿帐内，宝母死，护儿遣使吊之。军吏咸怪曰：“士卒遭丧多矣，将军未尝降问，吊叔宝何也？”护儿曰：“此人勇有志节，吾岂以卑贱处之！”叔宝后事李密。密败，入王充。程咬金谓叔宝曰：“充好为咒誓，乃师老妪耳，岂是拨乱主乎？”后充拒王师，二人统兵战，马上揖充而降。太宗甚重之。功名克成，死于牖下，皆万人敌也。
07-037,07-大唐新语卷七,神仙佛道,武则天,,政治征兆,【07-037】李嗣贞尝与朝列同过太清观，道士刘槩辅俨为设乐。嗣贞曰：“此乐宫商不和，君臣相阻之征也；角徵失次，父子不和之兆也。杀声既多，哀调又苦，若国家无事，太子受其咎矣。”居数月，章怀太子果为则天所构，废为庶人，死于巴州。刘槩辅俨奏其事，自始平令擢为太常丞也。
07-041,07-大唐新语卷七,鬼怪妖魅,未系年,,官运仕途,【07-041】李迥秀任考功员外，知贡举。有进士姓崔者，文章非佳，迥秀览之良久，谓之曰：“第一。清河崔郎，仪貌不恶，须眉如戟，精彩甚高。出身莫可量，岂必要须进士？”再三慰谕而遣之。闻者大噱焉。
08-001,08-大唐新语卷八,谶谣征应,太宗李世民,贞观,禳灾祈福,【08-001】贞观中，有雄雉集于东宫明德殿，太宗问群臣曰：“是何祥也？”褚遂良对曰：“昔秦文公时，有童子化为雉，雌者鸣于陈仓，雄者鸣于南阳。童子言曰：‘得雄者王，得雌者霸。’文公以为宝鸡祠。汉光武膺得雄之祥，遂起南阳而有四海。陛下旧封秦王，故雄雉见于秦地，所以彰明德也。”太宗悦曰：“立身之道，不可无学。遂良博识，深可重也。”
08-004,08-大唐新语卷八,鬼怪妖魅,太宗李世民,,官运仕途,【08-004】卢庄道年十三，造于父友高士廉，以故人子，引坐。会有献书者，庄道窃窥之，请士廉曰：“此文庄道所作。”士廉甚怪之，曰：“后生何轻薄之行！”庄道请讽之，果通。复请倒讽，又通。士廉称叹良久，庄道谢曰：“此文实非庄道所作，向窥记之耳。”士廉即取他文及案牍试之，一览倒讽。并呈己作文章。士廉具以闻。太宗召见，策试，擢第十六，授河池尉。满，复制举擢甲科。召见，太宗识之曰：“此是朕聪明小儿耶？”授长安尉。太宗将录囚徒，京宰以庄道幼年，惧不举，欲以他尉代之。庄道不从。但闲暇，不之省也。时系囚四百余人，令丞深以为惧。翌日，太宗召囚，庄道乃徐状以进，引诸囚入。庄道评其轻重，留系月日，应对如神。太宗惊异，即日拜监察御史。
08-007,08-大唐新语卷八,鬼怪妖魅,未系年,,婚姻家庭;风俗信仰,【08-007】贾嘉隐年七岁，以神童召见。时太尉长孙无忌、司空李勣于朝堂立语，李戏之曰：“吾所倚者何树？”嘉隐对曰：“松树。”李曰：“此槐也，何忽言松？”嘉隐曰：“以公配木，则为松树。”无忌连问之曰：“吾所倚者何树？”嘉隐曰：“槐树。”无忌曰：“汝不能复矫对耶？”嘉隐应声曰：“何须矫对，但取其以鬼配木耳。”勣曰：“此小儿作獠面，何得如此聪明？”嘉隐又应声曰：“胡面尚为宰相，獠面何废聪明！”勣状貌胡也。
08-010,08-大唐新语卷八,鬼怪妖魅,玄宗李隆基,开元,官运仕途,【08-010】裴琰之弱冠为同州司户，但以行乐为事，略不视案牍。刺史李崇仪怪之，问户佐，户佐对：“司户小儿郎，不闲书判。”数日，崇仪谓琰之曰：“同州事物殷系，司户尤甚。公何不别求京官，无为滞此司也。”琰之唯诺。复数日，曹事委积，众议以为琰之不知书，但遨游耳。他日，崇仪召入，励而责之。琰之出问户佐曰：“文案几何？”对曰：“急者二百余道。”琰之曰：“有何多，如此逼人！”命每案后连纸十张，令五六人供研墨点笔。琰之不上厅，语主案者略言其事意，倚柱而断之，词理纵横，文笔灿烂，手不停缀，落纸如飞。倾州官寮，观者如堵。既而回案于崇仪，崇仪曰：“司户解判耶？”户佐曰：“司户大高手笔。”仍未之奇也。比四五案，崇仪悚怍，召琰之，降阶谢曰：“公词翰若此，何忍藏锋以成鄙夫之过？”由此名动一州。数日，闻于京邑，除雍州判司。子漼，开元中为吏部尚书。
08-015,08-大唐新语卷八,鬼怪妖魅,玄宗李隆基,,官运仕途;军事战争,【08-015】玄宗幸成都，给事中裴士淹从。士淹聪悟柔顺，颇精历代史。玄宗甚爱之，马上偕行，得备顾问。时肃忠在凤翔，每有大除拜，辄启闻。房琯为将，玄宗曰：“此不足以破贼也。”历评诸将，并云：“非灭贼材。”又曰：“若姚崇在，贼不足灭也。”因言崇之宏才远略。语及宋璟，玄宗不悦曰：“彼卖直以沽名耳。”历数十余人，皆当其目。至张九龄，亦甚重之。及言李林甫，曰：“妒贤嫉能，亦无敌也。”士淹因启曰：“既知，陛下何用之久耶？”玄宗默然不应。
08-018,08-大唐新语卷八,鬼怪妖魅;神仙佛道,太宗李世民,贞观,医疗,【08-018】李百药，德林之子，才行相继，海内名流莫不宗仰。藻思沉蔚，尤工五言。太宗常制《帝京篇》，命其和作，叹其精妙，手诏曰：“卿何身之老而才之壮？何齿之宿而意之新？”及悬车告老，怡然自得，穿地筑山，以诗酒自适，尽平生之意。高宗承贞观之后，天下无事，上官仪独为宰相。尝凌晨入朝，循洛水堤步月徐辔，咏诗曰：“脉脉大川流，驱马历长洲。鹊飞山月曙，蝉噪野云秋。”音韵凄响，群公望之如神仙焉。
08-025,08-大唐新语卷八,神仙佛道,武则天,长寿,官运仕途;命运寿夭;政治征兆;禳灾祈福,【08-025】李峤少负才华，代传儒学，累官成均祭酒、吏部尚书，三知政事，封郑国公。长寿三年，则天征天下铜五十万余斤，铁三百三十余万，钱两万七千贯，于定鼎门内铸八棱铜柱，高九十尺，径一丈二尺，题曰“大周万国述德天枢”，纪革命之功，贬皇家之德。天枢下置铁山，铜龙负载，狮子、麒麟围绕。上有云盖，盖上施盘龙以托火珠。珠高一丈，围三丈，金彩荧煌，光侔日月。武三思为其文，朝士献诗者不可胜纪，唯峤诗冠绝当时。其诗曰：“辙迹光西崦，勋名纪北燕。何如万国会，讽德九门前。灼灼临黄道，迢迢入紫烟。仙盘正下露，高柱欲承天。山类丛云起，珠疑大火悬。声流尘作劫，业固海成田。圣泽倾尧酒，熏风入舜弦。欣逢下生日，还偶上皇年。”后宪司发峤附会韦庶人，左授滁州别驾而终。开元初，诏毁天枢，发卒销烁，弥月不尽。洛阳尉李休烈赋诗以咏之曰：“天门街里倒天枢，火急先须卸火珠。计合一条丝线挽，何劳两县索人夫。”先有讹言云：“一条线挽天枢。”言其不经久也，故休烈诗及之。士庶莫不讽咏。天枢之北，韦庶人继造一台，先此毁拆。
08-030,08-大唐新语卷八,谶谣征应,未系年,,未明,【08-030】刘希夷一名挺之，汝州人。少有文华，好为宫体，词旨悲苦，不为时所重。善挡琵琶，尝为《白头翁咏》曰：“今年花落颜色改，明年花开复谁在？”既而自悔曰：“我此诗似谶，与石崇‘白首同所归’何异也？”乃更作一句云：“年年岁岁花相似，岁岁年年人不同。”既而叹曰：“此句复似向谶矣！然死生有命，岂复由此？”乃两存之。诗成未周岁，为奸人所杀。或云宋之问害之。后孙翌撰《正声集》，以希夷为集中之最。由是稍为时人所称。
08-031,08-大唐新语卷八,神仙佛道,武则天,久视,官运仕途,【08-031】张文成以词学知名，应下笔成章、才高位下、词摽文苑等三入科，俱登上第。转洛阳尉。故有《咏燕》诗，其末章云：“变石身犹重，衔泥力尚微。从来赴甲第，两起一双飞。”时人无不讽咏。累迁司门员外。文成凡七应举，四参选，其判策皆登甲第科。员半千谓人曰：“张子之文如青铜钱，万拣万中，未闻退时。”故人号“青铜学士”。久视中，太官令马仙童陷默啜，问张文成何在。仙童曰：“自御史贬官。”默啜曰：“此人何不见用也？”后暹罗、日本使入朝，咸使人就写文章而去。其才远播如此。
08-034,08-大唐新语卷八,冥报报应,未系年,,未明,【08-034】张说、徐坚同为集贤学士十余年，好尚颇同，情契相得。时诸学士凋落者众，唯说、坚二人存焉。说手疏诸人名，与坚同观之。坚谓说曰：“诸公昔年皆擅一时之美，敢问孰为先后？”说曰：“李峤、崔融、薛稷、宋之问之文，皆如良金美玉，无施不可。富嘉谟之文，如孤峰绝岸，壁立万仞，丛云郁兴，震雷俱发，诚可畏乎。若施于廊庙，则为骇矣。阎朝隐之文，则如丽色靓妆，衣之绮绣，燕歌起舞，观者忘忧。然类之《风雅》，则为罪矣。”坚又曰：“今之后进，文词孰贤？”说曰：“韩休之文，有如太羹玄酒，虽雅有典则，而薄于滋味。许景先之文，有如丰肌腻体，虽秾华可爱，而乏风骨。张九龄之文，有如轻缣素练，虽济时适用，而窘于边幅。王翰之文，有如琼林玉斝，虽烂然可珍，而多有玷缺。若能箴其所阙，济其所长，亦一时之秀也。”
09-001,09-大唐新语卷九,鬼怪妖魅,太宗李世民,,未明,【09-001】太宗欲见前代帝王事得失以为鉴戒，魏徵乃以虞世南、褚遂良、萧德言等采经史百家之内嘉言善语，明王暗君之迹，为五十卷，号《群书理要》，上之。太宗手诏曰：“朕少尚威武，不精学业，先王之道，茫若涉海。览所撰书，博而且要，见所未见，闻所未闻。使朕致治稽古，临事不惑，其为劳也，不亦大哉！”赐徵等绢千匹，彩物五百段。太子诸王，各赐一本。
09-002,09-大唐新语卷九,神仙佛道,太宗李世民,贞观,风俗信仰,【09-002】贞观中，纪国寺僧慧静撰《续英华诗》十卷，行于代。慧静尝言曰：“作之非难，鉴之为贵。吾所搜拣，亦《诗》三百篇之次矣。”慧静俗姓房，有藻识。今复有诗篇十卷，与《英华》相似，起自梁代，迄于今朝，以类相从，多于慧静所集，而不题撰集人名氏。
09-003,09-大唐新语卷九,卜筮占相,太宗李世民,贞观,官运仕途,【09-003】江淮间为《文选》学者，起自江都曹宪。贞观初，扬州长史李袭誉荐之，征为弘文馆学士。宪以年老不起，遣使就拜朝散大夫，赐帛三百匹。宪以仕隋为秘书，学徒数百人，公卿亦多从之学，撰《文选音义》十卷，年百余岁乃卒。其后句容许淹，江夏李善、公孙罗，相继以《文选》教授。开元中，中书令萧嵩以《文选》是先代旧业，欲注释之。奏请左补阙王智明、金吾卫佐李玄成、进士陈居等注《文选》。先是，东宫卫佐冯光震入院校《文选》，兼复注释。解“蹲鸱”云：“今之芋子，即是着毛萝卜。”院中学士向挺之、萧嵩抚掌大笑。智明等学术非深，素无修撰之艺，其后或迁，功竟不就。
09-005,09-大唐新语卷九,神仙佛道,中宗李显,,未明,【09-005】代有释昙刚制《山东士大夫类例》三卷。其假冒者悉不录，署云“相州僧昙刚撰”。左散骑常侍柳冲，亦明氏族。中宗朝为相州刺史，询问旧老，咸云自隋朝以来，不闻有僧昙刚。盖惧见害于时，而匿其名氏耳。
09-007,09-大唐新语卷九,谶谣征应,未系年,,未明,【09-007】梁载言《十道志》解南城山，引《后汉书》云：“郑玄遭黄巾之难，客于徐州。”今者有《孝经序》，相承云郑氏所作。其序曰：“仆避难于南城山，栖迟岩石之下，念昔先人，余暇述夫子之志而注《孝经》。”盖康成胤孙所作也。陆德明亦云：“案郑志及《晋中经簿》并无，唯晋穆帝集讲《孝经》，云以郑注为主。”今验《孝经注》，与康成所注五经体并不同，则刘子玄所证，信有征矣。
09-011,09-大唐新语卷九,神仙佛道,玄宗李隆基,开元,未明,【09-011】开元十二年，沙门一行造黄道游仪以进。玄宗亲为之序，文多不尽载。其略曰：“孰为天大，此焉取则。均以寒暑，分诸晷刻。盈缩不愆，列舍不忒。制器垂象，永鉴无惑。”因遣太史官驰往安南及蔚州测候日影，经年乃定。
09-016,09-大唐新语卷九,巫术厌胜,太宗李世民,贞观,医疗;官运仕途,【09-016】贞观中，金城坊有人家为胡所劫者，久捕贼不获。时杨纂为雍州长史，判勘京城坊市诸胡，尽禁推问。司法参军尹伊异判之曰：“贼出万端，诈伪非一。亦有胡着汉帽，汉着胡帽，亦须汉里兼求，不得胡中直觅。请追禁西市胡，余请不问。”纂初不同其判。遽命，沉吟少选，乃判曰：“纂输一筹。余依判。”太宗闻之，笑曰：“朕用尹伊，杨纂闻义伏输一筹，朕复得几筹耶？”俄果获贼。尹伊尝为坊州司户，尚药局牒省索杜若，省符下坊州供送。伊判之曰：“坊州本无杜若，天下共知。省符忽有此科，应由谢朓诗误。华省曹郎如此判，岂不畏二十八宿向下笑人！”由是知名。改补雍州司法。
09-017,09-大唐新语卷九,巫术厌胜,未系年,,医疗;官运仕途;禳灾祈福,【09-017】郭翰为御史，巡察陇右，所经州县，多为按劾。次于宁州，时狄仁杰为刺史，风化大行。翰才入境，耆老荐扬之状已盈于路。翰就馆，以州所供纸笔置于案，召府寮曰：“入境其政可知，愿成使君之美。无为久留，徒烦扰耳。”即命驾而去。翰性宽简不苛，读《老子》至“和其光，同其尘”，慨然叹曰：“大雅君子，明哲以保其身。”乃祈执政，辞以儒门不愿持宪。改授麟台郎。时刘祎之坐赐死，既洗沐而神色自若，命其子草谢死表。其子哀号将绝，不能书。监刑者催逼之，祎之乃自操纸，援笔即成，词理恳至，见者无不伤痛。时翰读之，为宦者所奏，左授巫州司户，俄而征还。
09-024,09-大唐新语卷九,谶谣征应,武则天,,官运仕途,【09-024】则天朝，尝三月降雪，凤阁侍郎苏味道等以为祥瑞，草表将贺。左拾遗王求礼止之。味道曰：“国家事，何为诳妄以贺朝庭？”求礼曰：“宰相不能燮理阴阳，令三月降雪。此灾也，乃诬为瑞。若三月雪是瑞雪，腊月雷当为瑞雷耶？”举朝善之，遂不贺。求礼方正有词华，历左台殿中，转卫王掾而卒。
09-028,09-大唐新语卷九,鬼怪妖魅,武则天,,官运仕途;风俗信仰,【09-028】郑愔者，沧州人，来俊臣罗织文状，皆愔草定。张易之兄弟荐为殿中侍御史。易之败，黜为宣州司户。既而归。武三思用事，将害桓敬等，愔揣知其情，求谒三思。三思见之，愔先哭甚哀，既而大笑。三思怪问其故，对曰：“前哭甚哀者，吊大王国破家亡也。后大笑者，贺大王得愔也。柬之等五人为上所忌，日夜为计，非剪除不足以快其意。大王岂不知之？今据将相之权，有过人之智，废则天兵不血刃，易于反掌。今料大王之势，孰与则天？大王不去五王，身有累卵之危，此愔所以寒心也。”三思大悦，引与登楼。谋陷五王而杀之，皆崔湜、郑愔之谋也。累迁吏部侍郎，卖官为务，后与谯王重福构逆而死。
10-003,10-大唐新语卷十,鬼怪妖魅;神仙佛道,高祖李渊,,禳灾祈福,【10-003】太史令傅奕，博综群言，尤精《庄》、《老》，以齐生死、混荣辱为事，深排释氏，嫉之如仇。尝至河东，遇弥勒塔，士女辐辏礼拜。奕长揖之曰：“汝往代之圣人，我当今之达士。”奕上疏请去释教，其词曰：“佛在西域，言妖路远。汉译胡书，恣其假托。故不忠不孝，削发而揖君亲；游手游食，易服以逃租税。凡百黎庶，不察根源，乃追既往之罪，虚觊将来之福。布施一钱，希万倍之报；持斋一日，期百日之粮。”又上论十二首，高祖将从之，会传位而止。
10-017,10-大唐新语卷十,鬼怪妖魅,代宗李豫,,官运仕途,【10-017】元载既伏诛，代宗始躬亲政事，励精求理。时常衮当国，竭节奉公，天下翕然，有升平之望。衮奏罢诸州团练、防御等使，以节财省费。便令刺史主当州军事，司马同副使，专押军案。判司本带参军，便令司兵判兵事。司仓判军粮，司士判甲仗。士人团练，春夏放归，秋冬追集。其刺史官衔，既有持节诸军事，使司军旅。司马即同副使之任。司兵参军，即是团练使判官。代宗并从之。衮独出群拟，为戢兵之渐，持衡数岁，时用小康焉。
10-018,10-大唐新语卷十,鬼怪妖魅,高宗李治,永徽,医疗;官运仕途,【10-018】孙思邈，华原人，七岁就学，日讽千言。及长，善谈《庄》、《老》、百家之说。周宣帝时，以王室多故，隐于太白山。隋文帝辅政，征为国子博士，不就。常谓人曰：“过是五十年，当有圣人出，吾方助之，以济生人。”太宗召诣京师，嗟其颜貌甚少，谓之曰：“故知有道者诚可尊重，羡门之徒，岂虚也哉！”将授之以爵位，固辞不受。高宗召拜谏议大夫，又固辞。时年九十余，而视听不衰，颇明推步导养之术。时范阳卢照邻有盛名于朝，而染恶疾，嗟禀受之不同，昧彭殇之殊致，尝问于思邈曰：“名医愈疾，其道如何？”对曰：“吾闻善言天者，必本之于人。天有四时五行，寒暑迭代。其运转也，和而为雨，怒而为风，凝为霜雪，张为虹霓：此天地之常数。人有四肢五藏，一觉一寐，呼吸吐纳，精气往来，流而为荣卫，彰而为气色，发而为声音：此人之常数也。阳用其精，阴用其形，天人之所同也。及其失也，蒸则生热，否则生寒，结而为瘤赘，陷而为痈疽，奔而为喘乏，竭而为焦枯，渗发乎面，变动乎形，推此以及天，则兆亦如之。故五纬盈缩，星辰错行，日月薄蚀，彗孛流飞，此又天文之危渗也。寒暑不时，此天地之蒸否也。石立土踊，此天地之瘤赘也。山崩地陷，此天地之痈疽也。奔风暴雨，此天地之喘乏也。雨泽不降，川渎涸竭，此天地之焦枯也。良医导之以药石，救之以针剂。圣人和之以至德，辅之以人事。故体有可愈之疾，天地有可消之灾也。”又曰：“胆欲大而心欲小，智欲圆而行欲方。《诗》曰：‘如临深渊，如履薄冰。’谓小心也。‘赳赳武夫，公侯干城。’谓大胆也。不为利回，不为义疚，仁之方也。见几而作，不俟终日，智之圆也。”制授承务郎，直尚药局。永徽初卒，遗令薄葬，不设明器牲牢之奠。月余颜色不变，举尸入棺，如空焉。时人疑其尸解矣。
10-020,10-大唐新语卷十,冥报报应,玄宗李隆基,开元,医疗;官运仕途;命运寿夭,【10-020】张果老先生者，隐于恒州枝条山，往来汾、晋。时人传其长年秘术。耆老咸云：“有儿童时见之，自言数百岁。”则天召之，佯尸于妒女庙前。后有人复于恒山中见。至开元二十三年，刺史韦济以闻，诏通事舍人裴晤驰驿迎之。果对晤气绝如死。晤焚香启请，宣天子求道之意，须臾渐苏。晤不敢逼，驰还奏之。乃令中书舍人徐峤、通事舍人卢重玄赍玺书迎之。果随峤至东都，于集贤院肩舆入宫，倍加礼敬。公卿皆往拜谒。或问以方外之事，皆诡对。每云：“余是尧时丙子年生。”时人莫能测也。又云：“尧时为侍中。”善于胎息，累日不食，时进美酒及三黄丸。寻下诏曰：“恒州张果老，方外之士也。迹先高上，心入窅冥，是混光尘，应召城阙。莫知甲子之数，且谓羲皇上人。问以道枢，尽会宗极。今将行朝礼，爰申宠命。可银青光禄大夫。仍赐号通玄先生。”累陈老病，请归恒州。赐绢三百匹，并扶持弟子二人，并给驿舁至恒州。弟子一人放回，一人相随入山。无何寿终，或传尸解。
10-021,10-大唐新语卷十,神仙佛道,中宗李显,,未明,【10-021】卢藏用始隐于终南山中，中宗朝累居要职。有道士司马承祯者，睿宗遣至京。将还，藏用指终南山谓之曰：“此中大有佳处，何必在远！”承祯徐答曰：“以仆所观，乃仕宦捷径耳。”藏用有惭色。藏用博学工文章，善草隶，投壶弹琴，莫不尽妙。未仕时，尝辟谷练气，颇有高尚之致。及登朝，附权要，纵情奢逸，卒陷宪纲。悲夫！
10-023,10-大唐新语卷十,神仙佛道,玄宗李隆基,,官运仕途,【10-023】王希夷，徐州人，孤贫好道。父母终，为人牧羊取佣，供葬毕，隐于嵩山。师事道士，得修养之术。后居兖州徂徕山，刺史卢齐卿就谒，因访以政事。希夷曰：“孔子云：‘己所不欲，勿施于人。’可以终身行之矣。”玄宗东封，敕州县礼致，时已年九十六。玄宗令张说访其道义，说甚重之。以年老不任职事，乃下诏曰：“徐州处士王希夷，绝圣去智，抱一居贞，久谢嚣尘，独往林壑。属封峦展礼，侧席旌贤，贲然来思，应兹嘉召。虽纡绮季之迹，已过伏生之年。宜命秩以尊儒，俾全高于上齿。可中散大夫，守国子博士。特听还山。”仍令州县岁时赠束帛羊酒，并赐帛一百匹。
10-025,10-大唐新语卷十,鬼怪妖魅,玄宗李隆基,开元,医疗;官运仕途;风俗信仰,【10-025】白履中博涉文史，隐居大梁，时人号为梁丘子。开元中，王志愔表荐堪为学官，可代马怀素、褚无量入阁侍读。乃征赴京师，履中辞以老疾，不任职事，授朝散大夫。寻请归乡，手诏曰：“卿孝悌立身，静退敦俗，年过从耄，不杂风尘。盛德早闻，通班是锡。岂唯精贲山薮，实欲奖劝人伦。且游上京，徐还故里。”遂停留数月。
11-001,11-大唐新语卷十一,神仙佛道,高祖李渊,,官运仕途,【11-001】高祖尝幸国学，命徐文远讲《孝经》，僧惠乘讲《金刚经》，道士刘进嘉讲《老子》。诏刘德明与之辩论。于是诘难锋起，三人皆屈。高祖曰：“儒、玄、佛义各有宗旨，刘、徐等并当今杰才，德明一举而蔽之，可谓达学矣。”赐帛五十匹。时有国子司业盖文达涉经史，明三《传》。窦抗为冀州，集诸儒士，令相论难。时刘焯、刘执思、孔颖达、刘彦衡皆在坐。既相酬答，文达所言，皆出其意表。窦大奇之，因问：“盖生就谁学？”刘焯对曰：“此生岐嶷，出自天然，以多问寡，焯为师导。”窦曰：“可谓冰生于水而寒于水也。”
11-002,11-大唐新语卷十一,谶谣征应,太宗李世民,,风俗信仰,【11-002】贞观末，房玄龄避位归第。时天旱，太宗将幸芙蓉园以观风俗。玄龄闻之，戒其子弟曰：“銮舆必当见幸。”亟使洒扫备馔。俄顷，太宗果先幸其第，便载入宫。其夕大雨，咸以为优贤之应。
11-003,11-大唐新语卷十一,冥报报应,太宗李世民,贞观,军事战争;风俗信仰,【11-003】贞观十七年，太宗图画太原倡义及秦府功臣赵公长孙无忌、河间王孝恭、蔡公杜如晦、郑公魏徵、梁公房玄龄、申公高士廉、鄂公尉迟敬德、郧公张亮、陈公侯君集、卢公程知节、永兴公虞南、渝公刘政会、莒公唐俭、英公李勣、胡公秦叔宝等二十四人于凌烟阁。太宗亲为之赞，褚遂良题阁，阎立本画。及侯君集谋反伏诛，太宗与之诀，流涕谓之曰：“吾为卿不复上凌烟阁矣！”
